"","team2","Season","team1","Margin","Won","Team.x","Conference.x","Team.y","Conference.y","Rank.x","AdjEM.x","AdjOE.x","AdjDE.x","AdjT.x","Luck.x","SOS.x","OppAdjOE.x","OppAdjDE.x","NonConSOS.x","eFGPct.x","TOPct.x","ORPct.x","FTRate.x","OppeFGPct.x","OppTOPct.x","OppORPct.x","OppFTRate.x","FGPct3.x","FGPct2.x","FTPct.x","BlkPct.x","StlPct.x","AssistPct.x","PctFGA3.x","OppFGPct3.x","OppFGPct2.x","OppFTPct.x","OppBlkPct.x","OppStlPct.x","OppAssistPct.x","OppPctFGA3.x","PctPtsFrom1.x","PctPtsFrom2.x","PctPtsFrom3.x","OppPctPtsFrom1.x","OppPctPtsFrom2.x","OppPctPtsFrom3.x","WinPct.x","SRS.x","PPG.x","FGMPG.x","FGPCT.x","FGM3PG.x","ORBPG.x","TRBPG.x","AstPG.x","StlPG.x","BlkPG.x","TOPG.x","ASTtoTO.x","OppFGMPG.x","OppFGPCT.x","OppFGM3PG.x","OppORBPG.x","OppTRBPG.x","OppAstPG.x","OppStlPG.x","OppBlkPG.x","OppTOPG.x","OppASTtoTO.x"
"231",1211,2009,1443,-2,0,"western kentucky","SB","gonzaga","WCC",1.65611136146793,-1.89283072566408,-0.956298118607502,2.02073273226525,-0.57680092032735,2.04623268668126,-1.06912794140383,-1.0483426572096,0.702420117254633,-1.48072193186393,-1.07098747841159,1.76016839242368,1.53979506763509,-0.343555786367887,2.35850708501526,-0.466815414615207,0.12191970840286,0.278141823627051,-0.695337172880811,-1.1979573496971,-0.654271234533294,-0.322599062849177,1.46639479697745,0.000719179449522822,0.933500613647832,-0.0487495393825039,3.24714142283704,0.154186989614577,-1.49328201971431,-1.1389404233972,0.250169932741932,-0.950372619441722,-0.133625598503938,-0.939917292653962,0.92690450508835,-0.294391705614565,1.98491360447326,-1.85483528366638,-0.987283982703443,-1.95914305428399,-1.38704226796701,-1.43414885789357,-1.59245026650618,0.268520142583373,NA,-0.260084089780824,-0.972434654745016,-1.18827320309652,-1.50886872937686,1.1960493815721,-1.67708646924626,1.35688415839828,2.92599093474855,-1.02759643875523,NA,-0.985991819212083,NA,NA,NA,-0.762943811740764,NA
"233",1211,2011,1385,-15,0,"st. john's","BE","gonzaga","WCC",0.150603756025219,-0.118271127552656,-0.114950812453588,0.0658037554186843,-0.269761569458022,1.21141539646512,1.27772595923751,0.957722248810923,-1.19125431171175,-0.727961364640359,-1.17698093420077,-0.593413322009486,-0.816930847849786,0.478894514752276,1.59514626524725,1.39472238053894,1.73670465706454,0.915047893042455,-1.03405757508,-0.925482719858696,-1.52649674905156,1.55590632091541,-0.327993740131479,-1.16511260834371,-0.672379587838806,0.193468397711424,1.84463226154232,-0.0265560600483306,-0.361017461872567,0.900351237740901,3.93148315759342,1.18094212549824,0.244816305659543,0.633383391738287,-0.702825937238293,0.340949648855757,-0.63920956194707,0.383583361938109,-0.880122317500712,-0.137798175061855,-1.35661051033479,-1.10573709507014,-1.02245333137365,-1.14940741860038,-0.362178822104356,-1.75475697690224,-1.60840223568194,0.609771739633231,-0.761932064662356,-0.647957072463568,-0.671450629265174,-0.0100585041097946,1.52625816147997,0.5460653762972,0.393069489547861,0.783222630729669,2.91811432156311,-0.300243676501099,1.96678012193214,0.97302329729076,1.13999097427191
"234",1211,2013,1455,6,1,"wichita st.","MVC","gonzaga","WCC",0.232657998363681,-0.868116267344066,-1.40341125904522,-0.186907629714964,0.188944677739528,-0.683589310415824,0.402074085584211,0.413854502808768,-0.25257660997963,-0.991383292322951,-1.89709967551487,1.0673431788169,0.0700009923323611,-0.926179303489495,0.249977270799271,-0.306821704788749,-1.1161651295497,1.46941518263485,-1.03482137710463,-1.91009144692977,-0.343595647364882,-0.189450712775971,-0.75791828743022,0.14900019218003,0.670590300147684,-0.291018689656538,0.609721993873651,1.54170335506015,1.74396168915849,-0.350979683152616,0.745444973952041,-0.538337485873448,-0.286611589345902,-0.628224676156493,0.714694899187775,1.70445996550077,-0.0470605637081671,-1.27235717376869,-1.57010804969645,-0.778767623329372,-1.49494257451709,-1.52076638845242,-2.49326943453948,0.100750905875537,0.869257812510912,0.168494112262429,-0.886788336073786,-0.356917013254559,1.3102540969255,0.845942318588698,-1.41579722360764,-0.28880372148015,0.531562676074598,-0.957779827681867,-1.11049185164984,0.189359223150791,0.32310349442858,-0.540032182305162,-0.356195141954392,-0.385268746842012,0.452707135923961
"238",1211,2016,1393,3,1,"syracuse","ACC","gonzaga","WCC",0.140554879107667,-0.290064616767756,-0.583945187411888,-0.24117791969517,-0.730856487480168,0.165601116192159,1.34205980850984,1.19555942243525,-1.06629455086961,-1.45773430967114,-2.01160989357399,0.480024148043671,0.370797344622239,0.226061052442521,1.15132398862099,2.04715636842124,3.27850147520282,-0.0504958778347937,-0.730617716882555,-2.55228456071958,-2.02577303858626,0.910252357027867,0.986325145326264,1.23699534476373,1.09611007468028,0.24102087579622,1.39775956799189,-1.79682680539618,1.61414013058835,2.72548643787552,4.59475044109423,1.90365583442758,0.197913778639489,-1.49665365149746,1.27814901576134,-0.662164757303515,-0.829470434302058,1.4265720701487,-1.681692833264,-0.326472338256879,-1.82007904417192,-2.12470221686113,-2.71010005216727,0.460141034618901,0.806854269983761,-1.33278201925444,-0.356615446830467,2.18710395343739,0.993066502995779,0.169658812522546,-0.437943759330263,-0.0607665684010912,0.836268095788227,1.18886929129187,2.09124660217437,1.89091559163433,3.51909891131442,0.678864899636285,0.0952319945455404,1.59651619692166,1.0356197104243
"240",1214,2006,1284,22,1,"monmouth","NEC","hampton","MEAC",-1.67892799381159,0.912137335442064,0.377769169701398,-1.03143887736414,-1.11853781251036,1.6529934069852,1.52520982108983,1.79070971206195,-0.699311982318004,2.74292799544254,1.50208184946305,-0.248902031464739,-2.53211571428742,-0.707088133143609,0.338018783774938,0.440934445051576,1.82965011490749,-3.38519867197142,0.776315546409558,1.52562023776999,1.45442107898691,0.00435554645318602,0.820529915794362,2.43865822301399,1.01326026522217,0.483136386529917,-0.0556864908614292,1.99112274380824,0.480373282402029,0.176151991214552,1.00757865594012,1.78282518737049,-0.639782195040316,-0.661027794194228,0.909965411623198,-2.8128155265583,-0.257682486520403,2.45282126566693,0.522476072908156,0.774710619717749,-0.410797731143638,-0.343314546702024,1.16477647063905,0.645377128425001,NA,-2.20421667079054,1.40357320559623,-0.0359383890891815,0.385285285325362,-0.532641421269922,1.11192442193505,0.786723662266255,-0.245649055353671,NA,NA,0.914367977968927,NA,NA,NA,NA,NA
"243",1217,2014,1277,7,1,"michigan st.","B10","harvard","Ivy",-0.441217763834703,0.716548395101623,1.00302206303284,-0.08580778265045,0.140032738287697,-0.572340718067283,2.08276852564991,1.85263203035507,-1.63654201387231,0.96723711428122,0.935329388133053,-0.0870547644309017,0.163193818092879,-3.19045053268048,-0.107961073209105,-1.39243904263279,-0.592640549874036,0.709881988307087,0.149386026868126,0.890098312892537,-0.521477753008003,-1.09342129724998,-0.363833545238779,0.95741415265389,1.42462923523609,0.241340958171936,-0.462677336836766,1.01939828417996,-0.00252221470296388,-0.444634441292623,-0.223841821047806,1.70156415738185,-3.34243061816836,-0.118670713356639,1.61374250392999,0.895444833036932,-1.9901862404594,1.3601693849033,-0.909364907832187,1.11685923199125,0.429285305313255,1.19656444263281,0.458718867996342,1.77690455498564,0.176960021972664,0.88024575707348,1.49878390451203,-0.578962882654775,-0.254533330640139,0.0962943436824696,1.08613642064656,0.161372237907673,-0.50096521813736,1.66411223420538,-0.00621741652861518,0.121195345808842,-0.0434388476343484,-0.0653237811712812,-1.14581063053991,-1.33624666847183,0.944634819742596
"246",1227,2004,1242,25,1,"kansas","B12","illinois chicago","Horz",-0.835906226346347,1.13292937326958,0.890469282631516,-0.824672673085251,1.31566401172873,-0.459832580066827,2.06170583305813,1.66300128434578,-1.76005410453662,3.06066165669737,0.791165859657499,0.884752834661448,-0.813787458959664,0.0644526055783505,-2.20364050830804,-1.92809958498836,-0.135376163755896,0.253945297734689,-1.88202693343362,1.80744803591059,2.02769493117159,0.845741995670561,-0.145783976895611,1.20779592689389,1.26204311649333,-2.08136753299298,-1.57034622750763,2.53141773331326,1.35488891527707,-0.931805246966722,-1.92443228225989,-0.320069188066881,0.557180136208347,-0.52904767830671,0.253821358534691,1.34073778045146,-0.220851745946912,-0.821199940766368,-0.315800334845119,1.42992584196932,1.24258924044999,0.905467854945571,0.672444773979146,0.594334065172208,NA,1.41830294878291,1.48849307955211,-0.505541309571888,1.8239261757984,1.30765595320857,0.0869251606519825,0.366734957818984,-2.08523703731052,NA,NA,1.29084495855771,NA,NA,NA,NA,NA
"248",1228,2005,1192,-12,0,"fairleigh dickinson","NEC","illinois","B10",3.91556356475475,-4.05965699074432,-3.46436386492279,2.73469045927053,1.63544439727206,0.0342250763146915,-2.89775260578773,-2.23032141199629,2.62327109805683,-0.989799861664498,-2.12100747190613,1.53372445862112,0.0119115638225928,0.894174287061154,1.59630072366839,-0.356975996256924,0.225154692076472,1.25940548790324,-1.69168482647539,-1.59023286055967,-1.78012891996487,-0.711587457093691,1.11221521482209,-2.17170532094591,-1.44228947356039,0.386917543692837,1.87298339008079,0.0861777783008275,0.73968981468481,-0.875065037821485,-0.144216486894299,-0.831109535367724,0.98595544635245,1.26725234477462,-1.6212367525534,0.749870377765357,0.739896447423885,-1.34956139732474,-3.59283633595012,-3.82710678439077,-0.688470494778555,-0.46744574596032,-1.35305197758431,-1.82512921820098,NA,0.658980563118636,-1.98419619784482,-0.371286036962309,0.94902595295675,1.93279543234092,-3.23377765842181,1.69389103735044,1.73584598175517,NA,NA,1.59833049641708,NA,NA,NA,NA,NA
"251",1228,2006,1449,3,1,"washington","P10","illinois","B10",0.134624823291773,-0.365642998282703,0.0978835304317814,0.74000693517606,2.62421828541493,0.562791744250886,-0.166564549455536,-0.218431309968082,0.0789380392153075,-0.380517700580193,-0.00324797113855746,0.676610863221188,0.901986792894863,0.457879613387956,1.35641981158533,1.0891417156526,0.899065329583476,-0.51084281045195,0.116014987927957,0.0633212550751326,2.97118746390857,0.452901149224693,-0.217463587110212,-1.03444268999345,-1.39804688702083,0.241200121926621,1.57871965540876,2.80110222424939,0.511930563686399,0.873504293017433,1.75751608002857,-0.395127172623211,1.4463939038305,0.871804646509246,-1.45976841464134,-0.412334686484718,0.869758829165558,-0.62488823103033,-0.0837757881434479,0.11131249527928,2.36855398821183,2.04233000019378,0.602789172938237,-0.559151706724528,NA,0.516379892643153,0.470192359206568,1.56516137058649,0.81554147612958,1.53315539343895,-0.764697449567839,2.50008666193588,1.57286667111834,NA,NA,0.584477298174496,NA,NA,NA,NA,NA
"252",1228,2009,1443,4,1,"western kentucky","SB","illinois","B10",1.33680255796907,-1.2727405320322,0.670791482157016,2.90711892070751,0.769731353428897,2.09116348626511,-1.85248579185839,-1.52024255245692,1.61648742596376,1.15373525159861,0.493985501729675,0.537371149889879,1.97844767348817,2.46099619602292,2.35850708501526,-0.620634800970277,-0.125821604056001,0.775422654965554,0.999837741801793,-0.208190702186574,-0.53966809481697,0.516035634795801,0.415150612057141,-3.3106856922482,1.58490357113844,2.61240853500844,1.54517970330382,2.47551381795507,-0.361344046730083,-0.391559648629953,-0.278423728327937,0.0891415392195535,2.25911467603167,-2.65709111017029,1.43256889961379,0.630221468987494,-0.694754682344604,0.282772523236618,0.218432398866696,-1.49603179475652,1.43070694847073,0.170472683155879,-0.392632816598428,1.757335228485,NA,1.18703579817248,-2.32277700340804,-0.195522114243497,-0.2876703914326,0.61108683371845,-2.13449060702068,1.64869853819415,2.0672060159674,1.31919583632679,NA,-0.519206496555019,NA,NA,NA,-0.191118273070854,NA
"253",1228,2011,1242,14,1,"kansas","B12","illinois","B10",-0.324153542132153,0.961143539099742,1.04860459143468,-0.343493784075316,0.934720859963502,3.02374507237429,-0.706244941766993,-0.596429733100748,0.615494434581983,-0.645206596811178,1.60978382243624,-0.0749965493452022,1.28058535218184,2.37361881150732,-0.445119165636955,0.739691584403154,-1.26581622125028,-0.146915705719304,-0.233971494134526,2.34950927785731,-1.44603276942744,-0.257813526334632,0.207340988030344,-0.642432934942658,0.163707439374663,-0.291325968737225,-0.394444360723207,0.362418993140202,-0.489402047069647,1.50740464949421,-0.73134095113697,-0.0515550874331917,1.27148058744712,-0.0138222012279688,-0.539689466330702,0.0127895089834513,0.0224033274201913,-0.0748873772552998,3.32515930012766,0.998471421652052,2.01140098733663,1.51762095897826,1.85043483670481,0.184353804462334,1.03118329618545,1.3717207459869,0.562595844689486,1.6242754380303,-0.392051797408775,0.400116754733324,0.0802923822929316,-0.116468911119094,-0.417362628010107,-0.135266163906884,-0.586918317859784,-0.947863122436235,-0.655905757327319,0.622136406549954,-0.119438652550249,1.05698954683038,-1.36822349441031
"261",1231,2016,1314,15,1,"north carolina","ACC","indiana","B10",-0.192673446573802,0.806135537991996,0.580969182668038,-0.760895338637376,0.449705863933598,-1.34731065518523,0.781594493807258,0.786488369042851,-0.53046199059185,1.45085662333301,-2.32855482117108,-1.96607329584688,0.926807578328644,-0.30991946477835,-0.70678345123717,-0.305412799028324,0.274510664626486,0.0154783367751571,-3.45971223523538,-0.704999371095224,0.39411116930848,-1.48461109275241,-0.712893155235958,0.459977120133751,-2.72688931277833,0.967495440947595,-1.5789942667851,0.659510293720875,0.513694121916982,-0.197847944561207,-0.675528657304594,1.16037353547247,0.593458550464582,3.18976930468478,-3.21424682260381,0.2754111905454,-1.89681948905232,1.79210084235577,0.464705792602122,0.535729641653485,0.0157364404261326,0.851356267407847,-0.80378922675113,-3.43325633518056,1.32139414457657,1.26092225625937,0.932499328212763,-0.0985102368500219,0.366309401976491,-1.60313196805031,2.30225398962925,-0.540856031862604,-1.29017853249855,1.6771309632867,0.67784208218464,0.67660971551396,-0.860114430760077,-0.493820358813205,0.086885970445463,-0.16376641598169,-0.519249257983199
"263",1233,2012,1140,6,1,"byu","WCC","iona","MAAC",9.2613836225941e-05,-0.0156735883498388,-1.57066307352875,-1.84295894651573,0.745321067517199,0.643128822959664,0.527250404699581,0.815956139748956,-0.0395726778298533,-0.512374176266999,-1.72396882586149,0.392819927572426,-0.513187568475419,1.33903575921077,-1.45051847784579,-0.275950087431796,-1.93164223131891,0.947915401315134,-1.49905131344328,-1.30496644879278,-0.317933560470121,-0.516130146921096,0.768275576983096,-0.249184017166259,0.0042114785156788,-1.79102096953797,-0.820460893108994,-1.25947412722579,1.96917357826828,0.716707137943456,0.81161583267425,0.517272122487244,1.70723994043696,-0.435175535616614,-0.389399838784992,1.03355656585345,-0.566510090674857,-0.182637959600575,-0.233953786378659,0.322181885436116,-1.02421582889911,-1.53658925659664,-1.58731357040104,-0.883015544397941,0.118053075394181,1.08321502298125,-1.23815525567741,0.878483357998194,1.75413885551806,0.635641033192461,-1.4205468477961,-1.51065754202153,-1.71901528777327,-0.685291413757237,-1.10335138602834,0.2379902510548,-0.346577268635786,1.17527863446003,-0.853276482614629,-0.0416008777684882,-0.185340136932005
"266",1234,2006,1322,1,1,"northwestern st.","Slnd","iowa","B10",1.49736257707562,-1.29285735578986,0.303453844751372,2.57511953513544,0.961519816699801,-0.708030384389085,-1.91740987222639,-1.79417512257184,1.37229311298754,1.19412303802284,1.21205918715299,0.210732542239925,1.59277648919841,0.189068328383314,2.19512310169646,1.16193519318254,2.45714464438752,2.93948304575611,0.964175296787733,1.03933344808047,-1.15280034955942,-0.32094801190574,-0.498908941821566,-0.254728210432685,0.0713303910787077,1.25754752861695,2.143508283829,0.939283776910664,-1.52568842162822,1.39087791150543,-0.140862840116902,-1.13597695604226,-0.755897577645185,0.121835817566277,0.235670206515668,2.37932865053589,0.0282187075107428,-1.91581903945878,0.217996635758541,-1.42486886148452,1.84159656745637,1.96790658326134,1.34549527238884,0.779924087550765,NA,-0.614602770457598,1.40574411309415,1.91792845073055,-1.29812312576024,0.652357501565277,0.512835373652038,1.43750631541667,2.77289615432701,NA,NA,0.0127515416991475,NA,NA,NA,NA,NA
"270",1235,2013,1326,3,1,"ohio st.","B10","iowa st.","B12",-0.44533658493636,0.893191832507064,-0.3519637512662,-1.9231313231837,-1.61736562665058,1.45188321546896,0.728987189787777,0.622788638621068,-0.591658791606516,-0.0967864795389398,-1.24207327217417,-1.07859952299896,-0.587060539359869,0.528089727469222,-1.07179988225689,0.822775601052078,-0.0669110718060891,-0.572989832677825,-0.729853914857925,-0.888414604205885,-0.694129637091064,-0.708010180049576,-2.06817181795919,-1.03148578691802,-2.53821999867991,0.676700762166586,-1.8692222497943,-0.291954037181899,1.8729341270991,0.736532798093923,-1.19083659938283,0.780448130241603,0.73789310747574,2.20950267052088,-2.39098806711486,-0.357414062689284,-1.1922542493434,1.54415874213791,1.21417572175437,0.750687937242033,-1.86769778088316,-1.22239704563324,-0.195720450866303,-3.04387121420703,-0.86550560045591,-0.841852921715295,-1.50901604558907,0.212828929358899,1.24211491861866,-1.63384816268023,0.275548784512094,-2.43308938451083,-1.5577794545277,0.0775672791587965,-0.517414472647032,-0.588911432066626,-2.47865645732662,-2.59571340799709,-0.0485779160001218,0.090593245825298,-1.85567972449179
"272",1235,2014,1314,-2,0,"north carolina","ACC","iowa st.","B12",0.201022312591475,-0.328020259210644,-0.991858163867871,-0.664438466778004,-0.202350837875106,-1.46664308329995,-0.231109685963762,-0.0258285417342741,0.361495611903847,0.273979974268976,-1.66910176734203,1.0735869260935,2.41827905017504,1.35228805175213,-0.253876843726289,1.2938750971729,1.00744507617241,1.88258001096634,-0.880141715160464,-1.66093047823899,-1.89349586426709,-0.318196260333344,0.763155604824911,-1.51402933932124,-3.09241226158659,-1.11362247457979,0.295856036839348,-2.83622442572122,1.74330851944346,1.16360752653235,-0.798742196411423,0.148104074076467,1.02037037263318,2.45654002423907,-2.72271734240107,1.31003677524203,-0.360085757881246,-0.658849980748418,-0.819387611043881,-0.449073564559982,-1.31478368333282,-0.751340697420463,-0.459980468147763,-3.2374453724054,2.23124891156766,0.389638967934179,-1.69747328624269,0.991767168458627,1.3852190372581,0.819591748874203,-2.34105285305756,-1.44857152950327,-0.148425200662049,-1.08363825924141,0.355753890358627,-0.891275652236238,-1.52818485641119,0.683857724109032,1.0907928821259,1.06997026159924,-2.15218488358868
"275",1235,2016,1114,-17,0,"arkansas little rock","SB","iowa st.","B12",0.763763908903203,-0.938735287213144,-1.9544298718114,-0.778506398173107,-2.18902545825039,2.65890664264807,-2.56490945615059,-1.88578815379742,2.40770100709425,-2.15502764837948,-1.99218186261149,-0.102486332566374,0.125210091681711,1.18588814044869,-1.64984200870444,1.63650170288758,-0.182640479702641,2.32679592632192,-0.233971494134526,-2.77049800677369,0.722718944682794,0.389491488496346,-1.29024227789268,-0.506697400950182,-0.0945092815756121,-1.21049428546333,-1.36334115535962,-0.0677484187333192,-0.166840318275122,0.609628907441715,0.324615984450521,1.28819100945341,2.0351392476623,-1.11509258184081,0.102357678638581,2.69290567050548,-2.22794660369421,0.272417388663971,1.96491584783819,-1.35545877083715,-2.17720824864124,-2.90879174215455,-2.23293959882957,-0.698427654530853,0.280649590143563,-0.495869195182119,-2.02242322337815,0.215556208204241,-0.848158021777508,-0.670148472857497,-1.0446496535871,-4.16684191256429,-2.05901307976639,-1.30264859319259,-0.976706327167238,-0.821048957333384,-2.38915616433864,-1.84398877868919,-0.172041923160679,0.953412410524436,-2.59802892449472
"276",1238,2007,1196,43,1,"florida","SEC","jackson st.","SWAC",-4.68177956635178,4.48087446123831,3.75357713511974,-3.11738356296937,-1.32018843172672,-2.49232148841008,3.57430657009578,3.90415428399247,-1.9698335147879,-1.59039465984261,5.10984616347637,0.160132246493271,0.894914167892087,1.62630973276353,-2.12598912112263,-2.02353224858007,-3.49916286403384,-2.60730691527086,3.53648969762865,4.64449987304547,-0.510270135379312,-1.74127666239543,1.44696952557412,0.211443410315895,0.77008943528234,-2.56557294787031,-1.29280203543873,-0.150133136103296,1.38742595113399,-0.721623750837941,-1.2701643089787,-0.208265992723931,-0.605663365750013,-0.546921529659745,0.787717575502051,-1.83166138150495,1.60695721942935,-0.238202785939967,2.73329547063063,4.72207257275364,1.70876118553506,1.52683562785666,4.93706834926213,1.43945001638116,NA,0.610364182035493,1.05945523993497,-1.18151001174249,1.38562144126566,-0.620252493305408,1.0416824951347,-1.19038075584039,-1.97696629723103,NA,NA,-3.87195177338063,NA,NA,NA,NA,NA
"282",1242,2007,1356,-3,0,"southern illinois","MVC","kansas","B12",0.211815717018803,-0.755306584378287,-0.922566237146294,0.289407190032447,-2.41566793891083,-0.37104938751021,0.380668878881403,0.422993511708689,-0.203290351930388,1.09479891234348,-1.07814517402935,1.21045920402095,-1.51597193998991,1.91466718368139,2.06652420749638,0.401070692702385,-0.496020261377277,2.79021507586442,-1.07907659489578,-1.09534953680441,0.893618326145637,0.907225430298232,0.966899873922931,-0.897858965492331,1.91811632424412,1.4511503141387,1.96370126831579,1.28446021069655,-2.39739542472863,-1.39548497600779,-0.166372647987583,-1.20860242506252,2.33679205941437,-2.56889048175909,1.28781161794605,2.08762631042036,0.0469475276154252,-1.7628224447514,-0.728320343284041,-1.20702966076173,-3.13075050927727,-4.01688477555169,-2.01429884898823,0.0819223464624633,NA,-3.28557871321635,-3.15287795076495,-1.91690902202114,-2.62510917018047,-0.0203640950792681,-2.01497527658865,-1.61436635508894,2.0837464368711,NA,NA,-2.06359248974278,NA,NA,NA,NA,NA
"286",1242,2009,1295,-10,0,"north dakota st.","Sum","kansas","B12",1.02029769253083,-1.35092803762265,-0.0420349758875977,2.19271900558745,-0.188047811860843,0.0052892368562647,-2.2011148246054,-1.6962762562295,2.03999460345372,-1.27514743149616,0.321540641314917,-2.19395242676285,-1.1281396758382,-0.47956980817713,2.57514749219101,-0.305412799028324,-0.451809051742589,-0.931878797527335,1.3416133520995,-0.357425837374508,0.482305047621459,-0.51392874566318,-1.06089814800373,-1.26499569254664,-0.0249852170134381,0.967380211292335,2.94826540055036,-0.329868033915263,-1.68817764999829,-0.131040131144668,-1.71637423823294,-2.2187500906068,-0.381687937380649,-0.26000024642977,0.398616646405903,-1.75486607785544,3.28712255255338,-2.08848781345402,0.0848157232189562,-1.62566059982876,0.810581480760985,0.787401809904222,0.483342035208965,0.747412764951983,NA,-1.24268781540083,-0.64718488014913,0.0876434735260428,-0.952337554704729,-1.95032718119485,1.09484157678369,2.08676347421194,3.34318723786891,-1.3983933945932,NA,-0.330897530764261,NA,NA,NA,-0.119387726369172,NA
"292",1242,2012,1326,-2,0,"ohio st.","B10","kansas","B12",-0.0611933510154506,0.401505057576843,0.697663697152136,0.193724147373929,-0.131080811755776,-1.83507901094108,-0.00433498858110004,0.226512197688562,0.268055413430991,-1.73105034541039,-0.0816331724020891,-0.763013212788789,0.349709333495476,-0.378135941466709,1.38181789685042,0.898276388469189,-1.2828336840468,-0.712592646665877,-0.494301837577766,0.196876590604493,0.451154585563578,-1.1601330598652,-1.79485717310538,-0.756100660609215,-0.479748371654514,-0.678057817864683,2.04346496346599,-0.955154001507919,-1.88098313719417,0.00257549568840737,-1.15628759297083,0.785002441629385,-0.111698272962523,0.661557633573115,-0.520174230943922,-1.3248808424197,0.791899757999949,0.219785228920085,-0.346663735728156,0.329302428186591,0.202740287301916,0.432180979839455,0.251709806866915,-0.470156528040294,0.259837414267616,-0.226194670016597,-0.292465919527013,-0.0773373660832774,-2.01466915487019,-0.717440907357621,0.373738497153697,0.22149144062596,1.41493356205377,-0.0690784856593293,-1.70764842445901,-1.10827198047741,-0.708520868750231,-1.77832254572668,-0.864560315724649,0.650425421490058,-0.923321886709608
"295",1242,2014,1184,-11,0,"eastern kentucky","OVC","kansas","B12",2.44605864202249,-2.45134168721866,-1.12494131703659,2.68484205043807,-0.598668799090913,1.94198952348781,-3.30214790715973,-2.43182549224728,3.06704565803632,-4.4862156471642,0.995995075618104,-1.54498080280317,-3.70091697549464,-1.13107434778473,3.73961562700309,3.12519047703347,1.80160816014955,1.75854758866803,1.69159983416198,0.209668372532989,1.1903557512541,2.33580933550511,-1.1069778974274,0.0711635569704931,2.87738052994876,0.19328915158102,4.5671050761211,1.49496242432285,-2.95072098521071,1.9079419816013,1.21593432452471,1.02713679755077,-0.899739940675484,-2.74492507946231,2.92011820219432,0.48247323748769,-0.012168283164859,-0.469924418394169,-0.168683532101266,-2.67954374963918,-0.0730605439577142,-0.701959353969091,-0.214352384358308,2.97179706561004,-2.76256757075996,-4.10278832572796,-0.18620295743799,2.19373552440133,-2.91379333007458,-1.60524466111755,1.2850614657806,0.046880192851932,3.47304369591618,-0.294089809821441,-0.771910363916285,0.782454399823589,0.968415089796769,-1.28985374294502,0.334894725764554,3.0292968031209,-1.74839945353532
"298",1242,2016,1163,-12,0,"connecticut","Amer","kansas","B12",0.439021401261641,-1.26250525060868,-1.32866725868007,0.567136285624305,-0.836490323085101,-1.88845592437277,-1.09709763493271,-1.00401477538089,0.799150309629208,-1.00995129733752,-1.61457124752935,-0.712915875865091,-0.928984006951037,-1.8846436264189,-0.180994626709949,-0.151593412673255,0.457348474000336,-0.3143478880969,-1.88737354760603,-0.985864496659129,2.19339137737498,0.458404652369485,-1.3802925422812,-0.57098868350819,0.105267363737064,0.0961100616168026,-0.454029297559288,-2.862705227733,1.12987297708179,-0.49832833073956,0.95486227264921,0.988350961973857,-0.553849474817238,0.37377704182676,-0.0929508400003136,-0.804327356759671,-0.644048491882209,1.27554269337011,-1.86540626524726,-1.05402544112111,-1.67322630355421,-1.27826141613542,-1.77017446709312,-0.798100689608299,-0.669103631299378,-0.636525151474826,-1.30626907107333,-0.654274206790357,0.668677462776344,-1.00803480689713,-0.118979652876264,-0.619894188403,-0.4406820995257,0.60393583411656,0.489938694780366,0.840797413935827,0.320170194054831,-1.58688940205998,0.601783454130463,-0.489207614298438,0.635359428383419
"300",1243,2008,1458,17,1,"wisconsin","B10","kansas st.","B12",-0.393106793655867,0.885411425700663,-0.066189258499412,-1.4848022982251,-2.67091647159979,2.03832156232201,-0.218319168629088,-0.257498728683202,0.137634153420398,1.08584820438162,0.399239853339832,-0.618461990471336,-1.58512982753917,0.513474669851099,-2.06118811305427,-0.354917888433127,-0.601460143443171,-2.26113289916149,1.35058802588891,-0.324552969584451,0.310889358952493,-0.319847311276782,0.27390062608676,-0.320606909268192,-0.0850053850274515,-2.80713791691778,-1.1182847103907,1.14390136786769,0.156635848120447,-0.35128923154475,-1.25687858998707,0.280948921252392,0.449912284424714,-0.502867047844039,0.304486614116261,-1.44209923121378,0.930813099976026,0.151898050079259,2.21848375789991,0.501130077038183,-2.19068698151596,-2.22813022153395,0.269880761781823,-0.403667673412592,NA,-1.80066605102305,-1.60651428947985,-1.05923247876757,-0.10264694123083,-1.7461155645028,0.0527669729193551,-2.2320318303427,-1.94775321247302,NA,NA,-1.17768701037876,NA,NA,NA,NA,NA
